,season,yr,mnth,hr,weekday,workingday,weathersit,casual,registered,cnt,temp,atemp,hum,windspeed
4938,3.0,0.0,7.0,16.0,5.0,1.0,1.0,17.0,198.0,233.0,2.4046359954578707,2.256808852266328,-1.7116622504819958,1.8483550683540055
4939,3.0,0.0,7.0,17.0,5.0,1.0,1.0,17.0,374.0,421.0,2.4046359954578707,2.256808852266328,-1.7116622504819958,1.040403514602679
4940,3.0,0.0,7.0,18.0,5.0,1.0,1.0,17.0,313.0,362.0,2.1968953958164663,2.256808852266328,-1.3463795487415373,1.310021276401392
4941,3.0,0.0,7.0,19.0,5.0,1.0,1.0,17.0,219.0,241.0,2.093025095995764,2.168938635349794,-1.0854633332126387,0.3677117075731151
4942,3.0,0.0,7.0,20.0,5.0,1.0,1.0,17.0,153.0,206.0,1.8852844963543591,1.8162939237509885,-1.1376465763184185,1.310021276401392
4943,3.0,0.0,7.0,21.0,5.0,1.0,1.0,17.0,134.0,163.0,1.6775438967129541,1.6399715679515856,-0.8767303607895195,-0.17062208437949827
4944,3.0,0.0,7.0,22.0,5.0,1.0,1.0,17.0,127.0,174.0,1.5736735968922524,1.5515194290687164,-0.7201806314721804,0.3677117075731151
4945,3.0,0.0,7.0,23.0,5.0,1.0,1.0,17.0,90.0,116.0,1.46980329707155,1.3751970732693135,-0.5636309021548409,-0.708955876332112
4946,3.0,0.0,7.0,0.0,6.0,0.0,1.0,17.0,73.0,133.0,1.3659329972508474,1.2873268563527795,-0.40708117283750156,0.09809394577440259
4947,3.0,0.0,7.0,1.0,6.0,0.0,1.0,15.0,75.0,90.0,1.3659329972508474,1.2873268563527795,-0.40708117283750156,-0.8433138914090624
4948,3.0,0.0,7.0,2.0,6.0,0.0,1.0,11.0,31.0,42.0,1.3659329972508474,1.2873268563527795,-0.40708117283750156,-0.708955876332112
4949,3.0,0.0,7.0,3.0,6.0,0.0,1.0,17.0,25.0,43.0,1.262062697430145,1.1988747174699108,-0.0417984710970435,-0.17062208437949827
4950,3.0,0.0,7.0,4.0,6.0,0.0,1.0,4.0,6.0,10.0,1.1581923976094426,1.1988747174699108,0.1669345013260757,-0.17062208437949827
4951,3.0,0.0,7.0,5.0,6.0,0.0,1.0,4.0,9.0,13.0,1.1581923976094426,1.1988747174699108,0.37566747374919435,0.906045499525729
4952,3.0,0.0,7.0,6.0,6.0,0.0,1.0,6.0,18.0,24.0,1.1581923976094426,1.1988747174699108,0.37566747374919435,1.040403514602679
4953,3.0,0.0,7.0,7.0,6.0,0.0,1.0,3.0,39.0,42.0,1.3659329972508474,1.4636492121521822,0.1669345013260757,0.09809394577440259
4954,3.0,0.0,7.0,8.0,6.0,0.0,1.0,17.0,87.0,114.0,1.46980329707155,1.5515194290687164,-0.19834820041438292,0.3677117075731151
4955,3.0,0.0,7.0,9.0,6.0,0.0,1.0,17.0,125.0,174.0,1.6775438967129541,1.6399715679515856,-0.8767303607895195,1.040403514602679
4956,3.0,0.0,7.0,10.0,6.0,0.0,1.0,17.0,182.0,261.0,1.6775438967129541,1.5515194290687164,-1.1376465763184185,1.040403514602679
4957,3.0,0.0,7.0,11.0,6.0,0.0,1.0,17.0,206.0,317.0,1.7814141965336567,1.5515194290687164,-1.3985627918473171,0.09809394577440259
4958,3.0,0.0,7.0,12.0,6.0,0.0,1.0,17.0,230.0,341.0,1.7814141965336567,1.4636492121521822,-1.6072957642704362,-0.17062208437949827
4959,3.0,0.0,7.0,13.0,6.0,0.0,1.0,17.0,183.0,308.0,1.9891547961750615,1.6399715679515856,-1.7638454935877756,-1.6512654451603888
4960,3.0,0.0,7.0,14.0,6.0,0.0,1.0,17.0,193.0,305.0,2.093025095995764,1.8162939237509885,-1.7638454935877756,-1.6512654451603888
4961,3.0,0.0,7.0,15.0,6.0,0.0,1.0,17.0,189.0,302.0,2.093025095995764,1.9041641406675227,-1.659479007376216,-0.44023984617821105
4962,3.0,0.0,7.0,16.0,6.0,0.0,1.0,17.0,176.0,302.0,2.093025095995764,1.8162939237509885,-1.8682119797993348,0.3677117075731151
4963,3.0,0.0,7.0,17.0,6.0,0.0,1.0,17.0,209.0,302.0,2.093025095995764,1.8162939237509885,-1.7638454935877756,-0.708955876332112
4964,3.0,0.0,7.0,18.0,6.0,0.0,1.0,17.0,207.0,299.0,1.9891547961750615,1.6399715679515856,-1.816028736693555,0.09809394577440259
4965,3.0,0.0,7.0,19.0,6.0,0.0,1.0,17.0,155.0,256.0,1.262062697430145,1.022552361670508,-1.5551125211646564,0.3677117075731151
4966,3.0,0.0,7.0,20.0,6.0,0.0,1.0,17.0,132.0,206.0,1.6775438967129541,1.5515194290687164,-1.0332800901068588,-0.44023984617821105
4967,3.0,0.0,7.0,21.0,6.0,0.0,1.0,17.0,123.0,205.0,1.5736735968922524,1.5515194290687164,-0.7201806314721804,-0.17062208437949827
4968,3.0,0.0,7.0,22.0,6.0,0.0,1.0,17.0,129.0,209.0,1.46980329707155,1.3751970732693135,-0.5636309021548409,-0.708955876332112
4969,3.0,0.0,7.0,23.0,6.0,0.0,1.0,17.0,114.0,177.0,1.3659329972508474,1.2873268563527795,-0.40708117283750156,-0.8433138914090624
4970,3.0,0.0,7.0,0.0,0.0,0.0,1.0,17.0,80.0,113.0,1.3659329972508474,1.2873268563527795,-0.40708117283750156,-0.8433138914090624
4971,3.0,0.0,7.0,1.0,0.0,0.0,1.0,8.0,71.0,79.0,1.262062697430145,1.1988747174699108,-0.0417984710970435,-0.8433138914090624
4972,3.0,0.0,7.0,2.0,0.0,0.0,1.0,17.0,48.0,67.0,1.262062697430145,1.2873268563527795,0.1669345013260757,-0.8433138914090624
4973,3.0,0.0,7.0,3.0,0.0,0.0,1.0,17.0,26.0,50.0,1.262062697430145,1.2873268563527795,0.1669345013260757,-1.6512654451603888
4974,3.0,0.0,7.0,4.0,0.0,0.0,1.0,6.0,7.0,13.0,1.1581923976094426,1.1988747174699108,0.37566747374919435,-1.6512654451603888
4975,3.0,0.0,7.0,5.0,0.0,0.0,1.0,4.0,4.0,8.0,1.1581923976094426,1.1988747174699108,0.3234842306434145,-1.6512654451603888
4976,3.0,0.0,7.0,6.0,0.0,0.0,1.0,5.0,8.0,13.0,1.262062697430145,1.2873268563527795,0.37566747374919435,-1.6512654451603888
4977,3.0,0.0,7.0,7.0,0.0,0.0,1.0,17.0,26.0,45.0,1.262062697430145,1.1988747174699108,-0.2505314435201627,-0.44023984617821105
4978,3.0,0.0,7.0,8.0,0.0,0.0,1.0,17.0,88.0,142.0,1.3659329972508474,1.2873268563527795,-0.40708117283750156,0.3677117075731151
4979,3.0,0.0,7.0,9.0,0.0,0.0,1.0,17.0,128.0,183.0,1.5736735968922524,1.5515194290687164,-0.7201806314721804,-1.6512654451603888
4980,3.0,0.0,7.0,10.0,0.0,0.0,1.0,17.0,163.0,254.0,1.7814141965336567,1.5515194290687164,-1.3985627918473171,-0.17062208437949827
4981,3.0,0.0,7.0,11.0,0.0,0.0,1.0,17.0,163.0,275.0,1.8852844963543591,1.5515194290687164,-1.816028736693555,-0.17062208437949827
4982,3.0,0.0,7.0,12.0,0.0,0.0,1.0,17.0,192.0,338.0,2.093025095995764,1.7278417848681198,-1.9725784660108945,0.09809394577440259
4983,3.0,0.0,7.0,13.0,0.0,0.0,1.0,17.0,152.0,294.0,2.093025095995764,1.7278417848681198,-2.024761709116674,-0.44023984617821105
4984,3.0,0.0,7.0,14.0,0.0,0.0,1.0,17.0,196.0,326.0,2.093025095995764,1.7278417848681198,-2.024761709116674,-0.17062208437949827
4985,3.0,0.0,7.0,15.0,0.0,0.0,1.0,17.0,184.0,293.0,2.1968953958164663,1.7278417848681198,-2.337861167751353,1.040403514602679
4986,3.0,0.0,7.0,16.0,0.0,0.0,1.0,17.0,208.0,306.0,2.1968953958164663,1.7278417848681198,-2.3900444108571324,0.906045499525729
4987,3.0,0.0,7.0,17.0,0.0,0.0,1.0,17.0,206.0,320.0,2.1968953958164663,1.7278417848681198,-2.442227653962912,-0.17062208437949827
4988,3.0,0.0,7.0,18.0,0.0,0.0,1.0,17.0,213.0,304.0,1.8852844963543591,1.8162939237509885,-1.1376465763184185,0.906045499525729
4989,3.0,0.0,7.0,19.0,0.0,0.0,1.0,17.0,187.0,274.0,1.5736735968922524,1.6399715679515856,-0.40708117283750156,1.310021276401392
4990,3.0,0.0,7.0,20.0,0.0,0.0,1.0,17.0,205.0,275.0,1.5736735968922524,1.6399715679515856,-0.40708117283750156,1.310021276401392
4991,3.0,0.0,7.0,21.0,0.0,0.0,1.0,17.0,96.0,164.0,1.46980329707155,1.5515194290687164,-0.19834820041438292,1.040403514602679
4992,3.0,0.0,7.0,22.0,0.0,0.0,1.0,17.0,71.0,96.0,1.262062697430145,1.2873268563527795,0.37566747374919435,1.040403514602679
4993,3.0,0.0,7.0,23.0,0.0,0.0,1.0,14.0,56.0,70.0,1.262062697430145,1.2873268563527795,0.1669345013260757,0.3677117075731151
4994,3.0,0.0,8.0,0.0,1.0,1.0,1.0,7.0,22.0,29.0,1.1581923976094426,1.1988747174699108,0.37566747374919435,0.3677117075731151
4995,3.0,0.0,8.0,1.0,1.0,1.0,1.0,5.0,12.0,17.0,1.1581923976094426,1.2873268563527795,0.5844004461723136,0.09809394577440259
4996,3.0,0.0,8.0,2.0,1.0,1.0,1.0,4.0,7.0,11.0,1.0543220977887402,1.1110045005533766,0.5844004461723136,-0.708955876332112
4997,3.0,0.0,8.0,3.0,1.0,1.0,1.0,0.0,4.0,4.0,1.0543220977887402,1.1110045005533766,0.8453166617012126,-0.17062208437949827
4998,3.0,0.0,8.0,4.0,1.0,1.0,1.0,2.0,2.0,4.0,0.8465814981473359,0.7583597889545711,1.0540496341243313,-0.44023984617821105
4999,3.0,0.0,8.0,5.0,1.0,1.0,1.0,2.0,24.0,26.0,0.8465814981473359,0.7583597889545711,1.0540496341243313,-0.708955876332112
5000,3.0,0.0,8.0,6.0,1.0,1.0,1.0,3.0,97.0,100.0,0.8465814981473359,0.7583597889545711,1.0540496341243313,-0.8433138914090624
5001,3.0,0.0,8.0,7.0,1.0,1.0,1.0,17.0,258.0,282.0,1.262062697430145,1.1988747174699108,-0.0417984710970435,-1.6512654451603888
5002,3.0,0.0,8.0,8.0,1.0,1.0,1.0,17.0,347.0,382.0,1.5736735968922524,1.4636492121521822,-1.0332800901068588,0.09809394577440259
5003,3.0,0.0,8.0,9.0,1.0,1.0,1.0,17.0,139.0,166.0,1.6775438967129541,1.5515194290687164,-1.1376465763184185,-1.6512654451603888
5004,3.0,0.0,8.0,10.0,1.0,1.0,1.0,17.0,70.0,97.0,1.8852844963543591,1.6399715679515856,-1.3985627918473171,-0.17062208437949827
5005,3.0,0.0,8.0,11.0,1.0,1.0,1.0,17.0,66.0,119.0,1.9891547961750615,1.7278417848681198,-1.6072957642704362,-0.17062208437949827
5006,3.0,0.0,8.0,12.0,1.0,1.0,1.0,17.0,115.0,168.0,2.093025095995764,1.9041641406675227,-1.5551125211646564,0.636427737727016
5007,3.0,0.0,8.0,13.0,1.0,1.0,1.0,17.0,112.0,150.0,2.093025095995764,1.9041641406675227,-1.659479007376216,1.040403514602679
5008,3.0,0.0,8.0,14.0,1.0,1.0,1.0,17.0,86.0,123.0,2.1968953958164663,1.9926162795503912,-1.7638454935877756,0.09809394577440259
5009,3.0,0.0,8.0,15.0,1.0,1.0,1.0,17.0,77.0,129.0,2.093025095995764,1.8162939237509885,-1.8682119797993348,-1.6512654451603888
5010,3.0,0.0,8.0,16.0,1.0,1.0,1.0,17.0,197.0,231.0,2.093025095995764,1.8162939237509885,-1.8682119797993348,-1.6512654451603888
5011,3.0,0.0,8.0,17.0,1.0,1.0,1.0,17.0,445.0,514.0,1.3659329972508474,1.1988747174699108,-0.9289136038952993,1.040403514602679
5012,3.0,0.0,8.0,18.0,1.0,1.0,1.0,17.0,475.0,543.0,1.46980329707155,1.2873268563527795,-1.0332800901068588,0.09809394577440259
5013,3.0,0.0,8.0,19.0,1.0,1.0,1.0,17.0,350.0,413.0,1.262062697430145,1.1110045005533766,-0.6158141452606207,0.3677117075731151
5014,3.0,0.0,8.0,20.0,1.0,1.0,1.0,17.0,256.0,305.0,1.1581923976094426,1.1988747174699108,-0.0417984710970435,0.3677117075731151
5015,3.0,0.0,8.0,21.0,1.0,1.0,1.0,17.0,178.0,220.0,1.0543220977887402,1.022552361670508,0.37566747374919435,0.636427737727016
5016,3.0,0.0,8.0,22.0,1.0,1.0,1.0,17.0,116.0,137.0,1.0543220977887402,1.022552361670508,0.37566747374919435,-0.8433138914090624
5017,3.0,0.0,8.0,23.0,1.0,1.0,1.0,14.0,82.0,96.0,0.9504517979680384,0.9346821447539739,0.5844004461723136,0.09809394577440259
5018,3.0,0.0,8.0,0.0,2.0,1.0,1.0,11.0,18.0,29.0,0.8465814981473359,0.8462300058711052,0.5844004461723136,-1.6512654451603888
5019,3.0,0.0,8.0,1.0,2.0,1.0,1.0,4.0,8.0,12.0,0.8465814981473359,0.8462300058711052,0.5844004461723136,-0.708955876332112
5020,3.0,0.0,8.0,2.0,2.0,1.0,1.0,2.0,6.0,8.0,0.9504517979680384,0.9346821447539739,0.3234842306434145,-1.6512654451603888
5021,3.0,0.0,8.0,3.0,2.0,1.0,1.0,0.0,5.0,5.0,0.8465814981473359,0.8462300058711052,0.5844004461723136,0.09809394577440259
5022,3.0,0.0,8.0,4.0,2.0,1.0,1.0,0.0,10.0,10.0,0.8465814981473359,0.8462300058711052,0.5844004461723136,-0.708955876332112
5023,3.0,0.0,8.0,5.0,2.0,1.0,1.0,4.0,17.0,21.0,0.8465814981473359,0.8462300058711052,0.5844004461723136,-0.44023984617821105
5024,3.0,0.0,8.0,6.0,2.0,1.0,1.0,12.0,105.0,117.0,0.9504517979680384,0.9346821447539739,0.3234842306434145,-0.708955876332112
5025,3.0,0.0,8.0,7.0,2.0,1.0,1.0,15.0,320.0,335.0,1.1581923976094426,1.1110045005533766,-0.09398171420282331,0.906045499525729
5026,3.0,0.0,8.0,8.0,2.0,1.0,1.0,17.0,398.0,435.0,1.262062697430145,1.1988747174699108,-0.2505314435201627,0.906045499525729
5027,3.0,0.0,8.0,9.0,2.0,1.0,1.0,17.0,182.0,213.0,1.46980329707155,1.2873268563527795,-0.8767303607895195,1.040403514602679
5028,3.0,0.0,8.0,10.0,2.0,1.0,1.0,17.0,90.0,140.0,1.6775438967129541,1.4636492121521822,-1.3985627918473171,1.040403514602679
5029,3.0,0.0,8.0,11.0,2.0,1.0,1.0,17.0,96.0,128.0,1.7814141965336567,1.4636492121521822,-1.6072957642704362,2.1170710985079064
5030,3.0,0.0,8.0,12.0,2.0,1.0,1.0,17.0,112.0,157.0,1.8852844963543591,1.5515194290687164,-1.7116622504819958,0.906045499525729
5031,3.0,0.0,8.0,13.0,2.0,1.0,1.0,17.0,153.0,203.0,1.8852844963543591,1.5515194290687164,-1.7116622504819958,0.3677117075731151
5032,3.0,0.0,8.0,14.0,2.0,1.0,1.0,17.0,114.0,159.0,2.093025095995764,1.7278417848681198,-1.9725784660108945,0.906045499525729
5033,3.0,0.0,8.0,15.0,2.0,1.0,1.0,17.0,120.0,168.0,2.093025095995764,1.7278417848681198,-1.9725784660108945,0.906045499525729
5034,3.0,0.0,8.0,16.0,2.0,1.0,1.0,17.0,216.0,274.0,2.093025095995764,1.7278417848681198,-1.9725784660108945,0.906045499525729
5035,3.0,0.0,8.0,17.0,2.0,1.0,2.0,17.0,493.0,556.0,2.093025095995764,1.8162939237509885,-1.8682119797993348,-0.44023984617821105
5036,3.0,0.0,8.0,18.0,2.0,1.0,2.0,17.0,491.0,556.0,1.8852844963543591,1.6399715679515856,-1.5029292780588765,0.09809394577440259
5037,3.0,0.0,8.0,19.0,2.0,1.0,2.0,17.0,369.0,454.0,1.8852844963543591,1.6399715679515856,-1.3985627918473171,0.3677117075731151
5038,3.0,0.0,8.0,20.0,2.0,1.0,2.0,17.0,248.0,288.0,1.6775438967129541,1.6399715679515856,-0.8767303607895195,0.636427737727016
5039,3.0,0.0,8.0,21.0,2.0,1.0,1.0,17.0,201.0,254.0,1.5736735968922524,1.5515194290687164,-0.5636309021548409,0.3677117075731151
5040,3.0,0.0,8.0,22.0,2.0,1.0,2.0,17.0,169.0,191.0,1.46980329707155,1.5515194290687164,-0.19834820041438292,-0.17062208437949827
5041,3.0,0.0,8.0,23.0,2.0,1.0,2.0,17.0,103.0,132.0,1.5736735968922524,1.5515194290687164,-0.7201806314721804,-0.17062208437949827
5042,3.0,0.0,8.0,0.0,3.0,1.0,2.0,11.0,32.0,43.0,1.5736735968922524,1.5515194290687164,-0.7201806314721804,-0.17062208437949827
5043,3.0,0.0,8.0,1.0,3.0,1.0,2.0,7.0,9.0,16.0,1.46980329707155,1.3751970732693135,-0.5636309021548409,-0.17062208437949827
5044,3.0,0.0,8.0,2.0,3.0,1.0,2.0,2.0,9.0,11.0,1.46980329707155,1.3751970732693135,-0.7201806314721804,-0.17062208437949827
5045,3.0,0.0,8.0,3.0,3.0,1.0,2.0,0.0,4.0,4.0,1.3659329972508474,1.2873268563527795,-0.40708117283750156,-0.8433138914090624
5046,3.0,0.0,8.0,4.0,3.0,1.0,2.0,0.0,7.0,7.0,1.3659329972508474,1.2873268563527795,-0.5636309021548409,-0.17062208437949827
5047,3.0,0.0,8.0,5.0,3.0,1.0,2.0,2.0,22.0,24.0,1.3659329972508474,1.2873268563527795,-0.40708117283750156,-0.8433138914090624
5048,3.0,0.0,8.0,6.0,3.0,1.0,3.0,9.0,101.0,110.0,1.1581923976094426,1.1988747174699108,0.1669345013260757,0.09809394577440259
5049,3.0,0.0,8.0,7.0,3.0,1.0,2.0,17.0,252.0,271.0,1.262062697430145,1.1110045005533766,-0.6158141452606207,0.3677117075731151
5050,3.0,0.0,8.0,8.0,3.0,1.0,2.0,17.0,408.0,437.0,1.262062697430145,1.1110045005533766,-0.6158141452606207,-0.17062208437949827
5051,3.0,0.0,8.0,9.0,3.0,1.0,2.0,17.0,172.0,195.0,1.262062697430145,1.1988747174699108,-0.40708117283750156,0.09809394577440259
5052,3.0,0.0,8.0,10.0,3.0,1.0,3.0,9.0,59.0,68.0,1.262062697430145,1.1988747174699108,-0.2505314435201627,-0.8433138914090624
5053,3.0,0.0,8.0,11.0,3.0,1.0,2.0,17.0,93.0,122.0,1.262062697430145,1.1988747174699108,-0.2505314435201627,-0.708955876332112
5054,3.0,0.0,8.0,12.0,3.0,1.0,3.0,17.0,142.0,161.0,1.3659329972508474,1.2873268563527795,-0.40708117283750156,-0.44023984617821105
5055,3.0,0.0,8.0,13.0,3.0,1.0,2.0,17.0,107.0,144.0,1.3659329972508474,1.3751970732693135,-0.2505314435201627,0.3677117075731151
5056,3.0,0.0,8.0,14.0,3.0,1.0,2.0,17.0,104.0,147.0,1.3659329972508474,1.3751970732693135,-0.2505314435201627,0.3677117075731151
5057,3.0,0.0,8.0,15.0,3.0,1.0,2.0,17.0,87.0,118.0,1.0543220977887402,1.1110045005533766,0.8453166617012126,-0.44023984617821105
5058,3.0,0.0,8.0,16.0,3.0,1.0,3.0,17.0,129.0,150.0,0.9504517979680384,0.9346821447539739,0.8453166617012126,-1.6512654451603888
5059,3.0,0.0,8.0,17.0,3.0,1.0,2.0,17.0,378.0,425.0,1.0543220977887402,1.1110045005533766,0.8453166617012126,-1.6512654451603888
5060,3.0,0.0,8.0,18.0,3.0,1.0,3.0,17.0,443.0,492.0,1.0543220977887402,1.1110045005533766,1.106232877230111,-1.6512654451603888
5061,3.0,0.0,8.0,19.0,3.0,1.0,3.0,17.0,270.0,321.0,1.0543220977887402,1.1110045005533766,1.106232877230111,-1.6512654451603888
5062,3.0,0.0,8.0,20.0,3.0,1.0,3.0,7.0,80.0,87.0,1.0543220977887402,1.1110045005533766,1.106232877230111,-0.708955876332112
5063,3.0,0.0,8.0,21.0,3.0,1.0,2.0,7.0,81.0,88.0,0.9504517979680384,0.9346821447539739,1.36714909275901,-0.44023984617821105
5064,3.0,0.0,8.0,22.0,3.0,1.0,3.0,11.0,66.0,77.0,0.9504517979680384,0.9346821447539739,1.36714909275901,-0.708955876332112
5065,3.0,0.0,8.0,23.0,3.0,1.0,2.0,4.0,52.0,56.0,0.9504517979680384,0.9346821447539739,1.36714909275901,-0.8433138914090624
5066,3.0,0.0,8.0,0.0,4.0,1.0,2.0,2.0,15.0,17.0,0.9504517979680384,0.9346821447539739,1.36714909275901,-0.8433138914090624
5067,3.0,0.0,8.0,1.0,4.0,1.0,2.0,3.0,14.0,17.0,0.8465814981473359,0.6699076500717024,1.6280653082879084,-0.8433138914090624
5068,3.0,0.0,8.0,2.0,4.0,1.0,2.0,2.0,5.0,7.0,0.8465814981473359,0.6699076500717024,1.6280653082879084,-0.8433138914090624
5069,3.0,0.0,8.0,3.0,4.0,1.0,3.0,0.0,3.0,3.0,0.8465814981473359,0.6699076500717024,1.6280653082879084,-0.8433138914090624
5070,3.0,0.0,8.0,4.0,4.0,1.0,2.0,0.0,7.0,7.0,0.9504517979680384,0.9346821447539739,1.36714909275901,-1.6512654451603888
5071,3.0,0.0,8.0,5.0,4.0,1.0,2.0,3.0,17.0,20.0,0.9504517979680384,0.9346821447539739,1.36714909275901,-1.6512654451603888
5072,3.0,0.0,8.0,6.0,4.0,1.0,2.0,7.0,90.0,97.0,0.9504517979680384,0.9346821447539739,1.36714909275901,1.040403514602679
5073,3.0,0.0,8.0,7.0,4.0,1.0,2.0,11.0,271.0,282.0,0.9504517979680384,0.9346821447539739,1.36714909275901,1.040403514602679
5074,3.0,0.0,8.0,8.0,4.0,1.0,2.0,17.0,369.0,398.0,1.0543220977887402,1.022552361670508,1.0018663910185515,1.578737306555293
5075,3.0,0.0,8.0,9.0,4.0,1.0,1.0,17.0,162.0,187.0,1.1581923976094426,1.2873268563527795,0.5844004461723136,1.310021276401392
5076,3.0,0.0,8.0,10.0,4.0,1.0,1.0,17.0,89.0,113.0,1.1581923976094426,1.1110045005533766,0.42785071685497417,1.040403514602679
5077,3.0,0.0,8.0,11.0,4.0,1.0,2.0,17.0,112.0,149.0,1.262062697430145,1.2873268563527795,0.1669345013260757,0.3677117075731151
5078,3.0,0.0,8.0,12.0,4.0,1.0,2.0,17.0,152.0,205.0,1.3659329972508474,1.3751970732693135,-0.0417984710970435,0.3677117075731151
5079,3.0,0.0,8.0,13.0,4.0,1.0,1.0,17.0,142.0,205.0,1.3659329972508474,1.3751970732693135,-0.2505314435201627,-1.6512654451603888
5080,3.0,0.0,8.0,14.0,4.0,1.0,1.0,17.0,114.0,167.0,1.5736735968922524,1.6399715679515856,-0.40708117283750156,-0.17062208437949827
5081,3.0,0.0,8.0,15.0,4.0,1.0,1.0,17.0,115.0,165.0,1.5736735968922524,1.6399715679515856,-0.40708117283750156,0.636427737727016
5082,3.0,0.0,8.0,16.0,4.0,1.0,1.0,17.0,220.0,290.0,1.3659329972508474,1.3751970732693135,-0.0417984710970435,1.310021276401392
5083,3.0,0.0,8.0,17.0,4.0,1.0,1.0,17.0,464.0,555.0,1.3659329972508474,1.3751970732693135,-0.0417984710970435,1.310021276401392
5084,3.0,0.0,8.0,18.0,4.0,1.0,1.0,17.0,435.0,523.0,1.0543220977887402,1.1110045005533766,0.5844004461723136,1.040403514602679
5085,3.0,0.0,8.0,19.0,4.0,1.0,1.0,17.0,301.0,366.0,1.0543220977887402,1.1110045005533766,0.5844004461723136,0.906045499525729
5086,3.0,0.0,8.0,20.0,4.0,1.0,2.0,17.0,245.0,286.0,1.0543220977887402,1.1110045005533766,0.5844004461723136,0.09809394577440259
5087,3.0,0.0,8.0,21.0,4.0,1.0,2.0,17.0,186.0,211.0,1.0543220977887402,1.1110045005533766,0.5844004461723136,0.09809394577440259
5088,3.0,0.0,8.0,22.0,4.0,1.0,1.0,17.0,141.0,174.0,0.9504517979680384,0.9346821447539739,0.5844004461723136,0.09809394577440259
5089,3.0,0.0,8.0,23.0,4.0,1.0,1.0,17.0,108.0,132.0,0.8465814981473359,0.8462300058711052,0.5844004461723136,-0.708955876332112
5090,3.0,0.0,8.0,0.0,5.0,1.0,1.0,13.0,41.0,54.0,0.8465814981473359,0.8462300058711052,0.5844004461723136,-0.708955876332112
5091,3.0,0.0,8.0,1.0,5.0,1.0,1.0,3.0,16.0,19.0,0.7427111983266335,0.6699076500717024,0.7931334185954327,-0.8433138914090624
5092,3.0,0.0,8.0,2.0,5.0,1.0,1.0,5.0,14.0,19.0,0.8465814981473359,0.8462300058711052,0.3234842306434145,-1.6512654451603888
5093,3.0,0.0,8.0,3.0,5.0,1.0,1.0,0.0,6.0,6.0,0.7427111983266335,0.6699076500717024,0.7931334185954327,-0.8433138914090624
5094,3.0,0.0,8.0,4.0,5.0,1.0,1.0,1.0,6.0,7.0,0.7427111983266335,0.6699076500717024,0.7931334185954327,-0.44023984617821105
5095,3.0,0.0,8.0,5.0,5.0,1.0,1.0,0.0,16.0,16.0,0.7427111983266335,0.6699076500717024,0.7931334185954327,-0.8433138914090624
5096,3.0,0.0,8.0,6.0,5.0,1.0,1.0,7.0,94.0,101.0,0.7427111983266335,0.6699076500717024,0.7931334185954327,-0.44023984617821105
5097,3.0,0.0,8.0,7.0,5.0,1.0,1.0,17.0,247.0,270.0,0.8465814981473359,0.7583597889545711,0.7931334185954327,-0.44023984617821105
5098,3.0,0.0,8.0,8.0,5.0,1.0,1.0,17.0,415.0,454.0,1.0543220977887402,1.022552361670508,0.1147512582202959,0.3677117075731151
5099,3.0,0.0,8.0,9.0,5.0,1.0,1.0,17.0,183.0,226.0,1.1581923976094426,1.1110045005533766,-0.2505314435201627,-0.708955876332112
5100,3.0,0.0,8.0,10.0,5.0,1.0,1.0,17.0,113.0,163.0,1.262062697430145,1.1988747174699108,-0.40708117283750156,-0.44023984617821105
5101,3.0,0.0,8.0,11.0,5.0,1.0,2.0,17.0,103.0,147.0,1.3659329972508474,1.2873268563527795,-0.5636309021548409,0.636427737727016
5102,3.0,0.0,8.0,12.0,5.0,1.0,1.0,17.0,159.0,216.0,1.3659329972508474,1.2873268563527795,-0.5636309021548409,0.636427737727016
5103,3.0,0.0,8.0,13.0,5.0,1.0,1.0,17.0,164.0,204.0,1.46980329707155,1.3751970732693135,-0.5636309021548409,0.636427737727016
5104,3.0,0.0,8.0,14.0,5.0,1.0,2.0,17.0,164.0,245.0,1.46980329707155,1.3751970732693135,-0.5636309021548409,0.636427737727016
5105,3.0,0.0,8.0,15.0,5.0,1.0,1.0,17.0,160.0,210.0,1.3659329972508474,1.2873268563527795,-0.40708117283750156,0.636427737727016
5106,3.0,0.0,8.0,16.0,5.0,1.0,1.0,17.0,254.0,330.0,1.5736735968922524,1.5515194290687164,-0.7201806314721804,0.636427737727016
5107,3.0,0.0,8.0,17.0,5.0,1.0,1.0,17.0,466.0,550.0,1.46980329707155,1.3751970732693135,-0.7201806314721804,1.040403514602679
5108,3.0,0.0,8.0,18.0,5.0,1.0,1.0,17.0,361.0,466.0,1.3659329972508474,1.2873268563527795,-0.5636309021548409,0.636427737727016
5109,3.0,0.0,8.0,19.0,5.0,1.0,1.0,17.0,282.0,372.0,1.262062697430145,1.1988747174699108,-0.40708117283750156,0.636427737727016
5110,3.0,0.0,8.0,20.0,5.0,1.0,1.0,17.0,221.0,291.0,1.1581923976094426,1.1110045005533766,-0.2505314435201627,0.3677117075731151
5111,3.0,0.0,8.0,21.0,5.0,1.0,1.0,17.0,119.0,173.0,1.0543220977887402,1.022552361670508,0.1147512582202959,0.09809394577440259
5112,3.0,0.0,8.0,22.0,5.0,1.0,1.0,17.0,137.0,188.0,1.0543220977887402,1.022552361670508,0.1147512582202959,0.3677117075731151
